DATA;HORA;CONSUM (Wh)
2016-12-19;16;2520
2016-12-19;17;3162
2016-12-19;18;778
2016-12-19;19;1483
2016-12-19;20;1313
2016-12-19;21;1997
2016-12-19;22;717
2016-12-19;23;457
;;
2016-12-20;0;476
2016-12-20;1;392
2016-12-20;2;394
2016-12-20;3;446
2016-12-20;4;412
2016-12-20;5;408
2016-12-20;6;727
2016-12-20;7;1717
2016-12-20;8;1986
2016-12-20;9;669
2016-12-20;10;491
2016-12-20;11;466
2016-12-20;12;500
2016-12-20;13;771
2016-12-20;14;1046
2016-12-20;15;1837
2016-12-20;16;511
2016-12-20;17;409
2016-12-20;18;664
2016-12-20;19;1214
2016-12-20;20;1486
2016-12-20;21;1510
2016-12-20;22;583
2016-12-20;23;577
;;
2016-12-21;0;474
2016-12-21;1;402
2016-12-21;2;505
2016-12-21;3;378
2016-12-21;4;493
2016-12-21;5;360
2016-12-21;6;568
2016-12-21;7;1252
2016-12-21;8;1231
2016-12-21;9;0
2016-12-21;10;0
2016-12-21;11;0
2016-12-21;12;0
2016-12-21;13;0
2016-12-21;14;0
2016-12-21;15;0
2016-12-21;16;0
2016-12-21;17;0
2016-12-21;18;0
2016-12-21;19;0
2016-12-21;20;0
2016-12-21;21;0
2016-12-21;22;0
2016-12-21;23;0
;;
2016-12-22;0;0
2016-12-22;1;0
2016-12-22;2;0
2016-12-22;3;0
2016-12-22;4;0
2016-12-22;5;0
2016-12-22;6;0
2016-12-22;7;0
2016-12-22;8;0
2016-12-22;9;1050
2016-12-22;10;562
2016-12-22;11;716
2016-12-22;12;364
2016-12-22;13;465
2016-12-22;14;366
2016-12-22;15;419
2016-12-22;16;617
2016-12-22;17;619
2016-12-22;18;560
2016-12-22;19;1482
2016-12-22;20;1348
2016-12-22;21;1760
2016-12-22;22;1251
2016-12-22;23;1085
;;
2016-12-23;0;822
2016-12-23;1;880
2016-12-23;2;498
2016-12-23;3;588
2016-12-23;4;387
2016-12-23;5;493
2016-12-23;6;500
2016-12-23;7;1549
2016-12-23;8;1083
2016-12-23;9;916
2016-12-23;10;403
2016-12-23;11;391
2016-12-23;12;456
2016-12-23;13;687
2016-12-23;14;2794
2016-12-23;15;2396
2016-12-23;16;720
2016-12-23;17;453
2016-12-23;18;883
2016-12-23;19;1857
2016-12-23;20;1656
2016-12-23;21;2105
2016-12-23;22;756
2016-12-23;23;608
;;
2016-12-24;0;446
2016-12-24;1;454
2016-12-24;2;359
2016-12-24;3;454
2016-12-24;4;436
2016-12-24;5;416
2016-12-24;6;353
2016-12-24;7;1368
2016-12-24;8;1609
2016-12-24;9;762
2016-12-24;10;327
2016-12-24;11;402
2016-12-24;12;443
2016-12-24;13;483
2016-12-24;14;408
2016-12-24;15;806
2016-12-24;16;419
2016-12-24;17;312
2016-12-24;18;2082
2016-12-24;19;2208
2016-12-24;20;2510
2016-12-24;21;1413
2016-12-24;22;736
2016-12-24;23;377
;;
2016-12-25;0;368
2016-12-25;1;420
2016-12-25;2;411
2016-12-25;3;368
2016-12-25;4;476
2016-12-25;5;358
2016-12-25;6;458
2016-12-25;7;933
2016-12-25;8;1073
2016-12-25;9;664
2016-12-25;10;498
2016-12-25;11;499
2016-12-25;12;433
2016-12-25;13;668
2016-12-25;14;453
2016-12-25;15;886
2016-12-25;16;394
2016-12-25;17;604
2016-12-25;18;1026
2016-12-25;19;656
2016-12-25;20;702
2016-12-25;21;425
2016-12-25;22;418
2016-12-25;23;370
;;
2016-12-26;0;468
2016-12-26;1;373
2016-12-26;2;432
2016-12-26;3;429
2016-12-26;4;389
2016-12-26;5;392
2016-12-26;6;396
2016-12-26;7;400
2016-12-26;8;326
2016-12-26;9;639
2016-12-26;10;862
2016-12-26;11;530
2016-12-26;12;1758
2016-12-26;13;3192
2016-12-26;14;1223
2016-12-26;15;1162
2016-12-26;16;792
2016-12-26;17;1146
2016-12-26;18;1389
2016-12-26;19;703
2016-12-26;20;818
2016-12-26;21;1083
2016-12-26;22;1516
2016-12-26;23;1555
;;
2016-12-27;0;617
2016-12-27;1;429
2016-12-27;2;448
2016-12-27;3;394
2016-12-27;4;376
2016-12-27;5;450
2016-12-27;6;362
2016-12-27;7;349
2016-12-27;8;460
2016-12-27;9;333
2016-12-27;10;875
2016-12-27;11;798
2016-12-27;12;1369
2016-12-27;13;613
2016-12-27;14;293
2016-12-27;15;313
2016-12-27;16;268
2016-12-27;17;339
2016-12-27;18;306
2016-12-27;19;568
2016-12-27;20;1157
2016-12-27;21;664
2016-12-27;22;633
2016-12-27;23;605
;;
2016-12-28;0;663
2016-12-28;1;568
2016-12-28;2;293
2016-12-28;3;316
2016-12-28;4;257
2016-12-28;5;315
2016-12-28;6;287
2016-12-28;7;583
2016-12-28;8;1235
2016-12-28;9;759
2016-12-28;10;435
2016-12-28;11;328
2016-12-28;12;337
2016-12-28;13;1964
2016-12-28;14;957
2016-12-28;15;467
2016-12-28;16;318
2016-12-28;17;501
2016-12-28;18;820
2016-12-28;19;1066
2016-12-28;20;1365
2016-12-28;21;1417
2016-12-28;22;599
2016-12-28;23;419
;;
2016-12-29;0;460
2016-12-29;1;358
2016-12-29;2;385
2016-12-29;3;400
2016-12-29;4;450
2016-12-29;5;341
2016-12-29;6;324
2016-12-29;7;679
2016-12-29;8;968
2016-12-29;9;410
2016-12-29;10;280
2016-12-29;11;332
2016-12-29;12;298
2016-12-29;13;1011
2016-12-29;14;3084
2016-12-29;15;3576
2016-12-29;16;1230
2016-12-29;17;369
2016-12-29;18;985
2016-12-29;19;1205
2016-12-29;20;2111
2016-12-29;21;2604
2016-12-29;22;1313
2016-12-29;23;1376
;;
2016-12-30;0;1306
2016-12-30;1;1298
2016-12-30;2;565
2016-12-30;3;516
2016-12-30;4;561
2016-12-30;5;505
2016-12-30;6;394
2016-12-30;7;1930
2016-12-30;8;1152
2016-12-30;9;998
2016-12-30;10;420
2016-12-30;11;399
2016-12-30;12;356
2016-12-30;13;504
2016-12-30;14;481
2016-12-30;15;397
2016-12-30;16;385
2016-12-30;17;480
2016-12-30;18;472
2016-12-30;19;865
2016-12-30;20;2284
2016-12-30;21;3715
2016-12-30;22;2229
2016-12-30;23;402
;;
2016-12-31;0;461
2016-12-31;1;415
2016-12-31;2;371
2016-12-31;3;425
2016-12-31;4;378
2016-12-31;5;397
2016-12-31;6;442
2016-12-31;7;682
2016-12-31;8;1265
2016-12-31;9;1734
2016-12-31;10;2279
2016-12-31;11;387
2016-12-31;12;407
2016-12-31;13;1019
2016-12-31;14;1707
2016-12-31;15;934
2016-12-31;16;466
2016-12-31;17;364
2016-12-31;18;556
2016-12-31;19;2285
2016-12-31;20;2013
2016-12-31;21;1352
2016-12-31;22;2825
2016-12-31;23;531
;;
2017-01-01;0;471
2017-01-01;1;634
2017-01-01;2;388
2017-01-01;3;406
2017-01-01;4;316
2017-01-01;5;415
2017-01-01;6;337
2017-01-01;7;1012
2017-01-01;8;968
2017-01-01;9;347
2017-01-01;10;403
2017-01-01;11;353
2017-01-01;12;422
2017-01-01;13;630
2017-01-01;14;864
2017-01-01;15;585
2017-01-01;16;1313
2017-01-01;17;1029
2017-01-01;18;1055
2017-01-01;19;1537
2017-01-01;20;1933
2017-01-01;21;3360
2017-01-01;22;3175
2017-01-01;23;2611
;;
2017-01-02;0;2251
2017-01-02;1;2740
2017-01-02;2;1396
2017-01-02;3;988
2017-01-02;4;985
2017-01-02;5;804
2017-01-02;6;494
2017-01-02;7;526
2017-01-02;8;428
2017-01-02;9;427
2017-01-02;10;359
2017-01-02;11;552
2017-01-02;12;1021
2017-01-02;13;611
2017-01-02;14;565
2017-01-02;15;541
2017-01-02;16;348
2017-01-02;17;576
2017-01-02;18;779
2017-01-02;19;1607
2017-01-02;20;1549
2017-01-02;21;679
2017-01-02;22;858
2017-01-02;23;384
;;
2017-01-03;0;324
2017-01-03;1;384
2017-01-03;2;354
2017-01-03;3;353
2017-01-03;4;359
2017-01-03;5;385
2017-01-03;6;301
2017-01-03;7;405
2017-01-03;8;864
2017-01-03;9;1495
2017-01-03;10;675
2017-01-03;11;503
2017-01-03;12;1771
2017-01-03;13;952
2017-01-03;14;398
2017-01-03;15;408
2017-01-03;16;567
2017-01-03;17;752
2017-01-03;18;773
2017-01-03;19;797
2017-01-03;20;1347
2017-01-03;21;1182
2017-01-03;22;478
2017-01-03;23;456
;;
2017-01-04;0;419
2017-01-04;1;399
2017-01-04;2;362
2017-01-04;3;480
2017-01-04;4;403
2017-01-04;5;362
2017-01-04;6;426
2017-01-04;7;753
2017-01-04;8;2140
2017-01-04;9;1134
2017-01-04;10;308
2017-01-04;11;288
2017-01-04;12;289
2017-01-04;13;508
2017-01-04;14;1849
2017-01-04;15;419
2017-01-04;16;779
2017-01-04;17;824
2017-01-04;18;1086
2017-01-04;19;1229
2017-01-04;20;1104
2017-01-04;21;890
2017-01-04;22;432
2017-01-04;23;473
;;
2017-01-05;0;512
2017-01-05;1;416
2017-01-05;2;228
2017-01-05;3;336
2017-01-05;4;337
2017-01-05;5;257
2017-01-05;6;341
2017-01-05;7;988
2017-01-05;8;890
2017-01-05;9;389
2017-01-05;10;358
2017-01-05;11;438
2017-01-05;12;626
2017-01-05;13;488
2017-01-05;14;593
2017-01-05;15;349
2017-01-05;16;359
2017-01-05;17;342
2017-01-05;18;561
2017-01-05;19;789
2017-01-05;20;1186
2017-01-05;21;1336
2017-01-05;22;888
2017-01-05;23;528
;;
2017-01-06;0;462
2017-01-06;1;459
2017-01-06;2;509
2017-01-06;3;430
2017-01-06;4;524
2017-01-06;5;418
2017-01-06;6;527
2017-01-06;7;1678
2017-01-06;8;2281
2017-01-06;9;1031
2017-01-06;10;376
2017-01-06;11;354
2017-01-06;12;1079
2017-01-06;13;472
2017-01-06;14;488
2017-01-06;15;794
2017-01-06;16;362
2017-01-06;17;515
2017-01-06;18;613
2017-01-06;19;712
2017-01-06;20;728
2017-01-06;21;616
2017-01-06;22;404
2017-01-06;23;434
;;
2017-01-07;0;343
2017-01-07;1;380
2017-01-07;2;393
2017-01-07;3;417
2017-01-07;4;455
2017-01-07;5;371
2017-01-07;6;399
2017-01-07;7;365
2017-01-07;8;471
2017-01-07;9;980
2017-01-07;10;442
2017-01-07;11;961
2017-01-07;12;449
2017-01-07;13;341
2017-01-07;14;375
2017-01-07;15;339
2017-01-07;16;340
2017-01-07;17;570
2017-01-07;18;397
2017-01-07;19;380
2017-01-07;20;944
2017-01-07;21;551
2017-01-07;22;662
2017-01-07;23;398
;;
2017-01-08;0;573
2017-01-08;1;355
2017-01-08;2;334
2017-01-08;3;392
2017-01-08;4;345
2017-01-08;5;293
2017-01-08;6;434
2017-01-08;7;793
2017-01-08;8;1164
2017-01-08;9;1516
2017-01-08;10;939
2017-01-08;11;455
2017-01-08;12;390
2017-01-08;13;2725
2017-01-08;14;925
2017-01-08;15;1474
2017-01-08;16;467
2017-01-08;17;636
2017-01-08;18;1755
2017-01-08;19;1314
2017-01-08;20;2558
2017-01-08;21;2856
2017-01-08;22;1401
2017-01-08;23;1114
;;
2017-01-09;0;389
2017-01-09;1;274
2017-01-09;2;353
2017-01-09;3;345
2017-01-09;4;287
2017-01-09;5;427
2017-01-09;6;433
2017-01-09;7;675
2017-01-09;8;759
2017-01-09;9;2188
2017-01-09;10;1739
2017-01-09;11;1105
2017-01-09;12;1201
2017-01-09;13;426
2017-01-09;14;595
2017-01-09;15;481
2017-01-09;16;528
2017-01-09;17;761
2017-01-09;18;741
2017-01-09;19;593
2017-01-09;20;1574
2017-01-09;21;760
2017-01-09;22;404
2017-01-09;23;400
;;
2017-01-10;0;434
2017-01-10;1;347
2017-01-10;2;442
2017-01-10;3;365
2017-01-10;4;415
2017-01-10;5;419
2017-01-10;6;342
2017-01-10;7;1109
2017-01-10;8;541
2017-01-10;9;674
2017-01-10;10;579
2017-01-10;11;1573
2017-01-10;12;3433
2017-01-10;13;1015
2017-01-10;14;420
2017-01-10;15;855
2017-01-10;16;318
2017-01-10;17;367
2017-01-10;18;728
2017-01-10;19;1385
2017-01-10;20;1445
2017-01-10;21;1102
2017-01-10;22;447
2017-01-10;23;412
;;
2017-01-11;0;407
2017-01-11;1;432
2017-01-11;2;463
2017-01-11;3;379
2017-01-11;4;440
2017-01-11;5;448
2017-01-11;6;396
2017-01-11;7;1874
2017-01-11;8;1012
2017-01-11;9;416
2017-01-11;10;430
2017-01-11;11;322
2017-01-11;12;325
2017-01-11;13;649
2017-01-11;14;644
2017-01-11;15;708
2017-01-11;16;343
2017-01-11;17;448
2017-01-11;18;695
2017-01-11;19;1410
2017-01-11;20;1019
2017-01-11;21;1632
2017-01-11;22;1198
2017-01-11;23;1087
;;
2017-01-12;0;402
2017-01-12;1;403
2017-01-12;2;479
2017-01-12;3;406
2017-01-12;4;451
2017-01-12;5;401
2017-01-12;6;376
2017-01-12;7;1209
2017-01-12;8;747
2017-01-12;9;538
2017-01-12;10;343
2017-01-12;11;265
2017-01-12;12;322
2017-01-12;13;677
2017-01-12;14;473
2017-01-12;15;409
2017-01-12;16;389
2017-01-12;17;348
2017-01-12;18;904
2017-01-12;19;1505
2017-01-12;20;2368
2017-01-12;21;1408
2017-01-12;22;1168
2017-01-12;23;639
;;
2017-01-13;0;362
2017-01-13;1;457
2017-01-13;2;337
2017-01-13;3;516
2017-01-13;4;404
2017-01-13;5;355
2017-01-13;6;422
2017-01-13;7;1577
2017-01-13;8;678
2017-01-13;9;812
2017-01-13;10;391
2017-01-13;11;341
2017-01-13;12;417
2017-01-13;13;351
2017-01-13;14;498
2017-01-13;15;961
2017-01-13;16;367
2017-01-13;17;425
2017-01-13;18;570
2017-01-13;19;1006
2017-01-13;20;1730
2017-01-13;21;2609
2017-01-13;22;834
2017-01-13;23;930
;;
2017-01-14;0;370
2017-01-14;1;446
2017-01-14;2;396
2017-01-14;3;391
2017-01-14;4;446
2017-01-14;5;366
2017-01-14;6;410
2017-01-14;7;602
2017-01-14;8;2927
2017-01-14;9;334
2017-01-14;10;395
2017-01-14;11;349
2017-01-14;12;412
2017-01-14;13;515
2017-01-14;14;654
2017-01-14;15;552
2017-01-14;16;413
2017-01-14;17;438
2017-01-14;18;466
2017-01-14;19;952
2017-01-14;20;1285
2017-01-14;21;959
2017-01-14;22;509
2017-01-14;23;644
;;
2017-01-15;0;823
2017-01-15;1;904
2017-01-15;2;644
2017-01-15;3;685
2017-01-15;4;524
2017-01-15;5;464
2017-01-15;6;487
2017-01-15;7;567
2017-01-15;8;1070
2017-01-15;9;622
2017-01-15;10;329
2017-01-15;11;377
2017-01-15;12;945
2017-01-15;13;1081
2017-01-15;14;480
2017-01-15;15;304
2017-01-15;16;365
2017-01-15;17;379
2017-01-15;18;365
2017-01-15;19;1107
2017-01-15;20;1517
2017-01-15;21;1547
2017-01-15;22;1053
2017-01-15;23;853
;;
2017-01-16;0;842
2017-01-16;1;914
2017-01-16;2;821
2017-01-16;3;423
2017-01-16;4;370
2017-01-16;5;364
2017-01-16;6;435
2017-01-16;7;330
2017-01-16;8;402
2017-01-16;9;433
2017-01-16;10;602
2017-01-16;11;514
2017-01-16;12;353
2017-01-16;13;1854
2017-01-16;14;892
2017-01-16;15;521
2017-01-16;16;1010
2017-01-16;17;404
2017-01-16;18;1054
2017-01-16;19;1123
2017-01-16;20;1237
2017-01-16;21;870
2017-01-16;22;502
2017-01-16;23;606
;;
2017-01-17;0;439
2017-01-17;1;351
2017-01-17;2;417
2017-01-17;3;396
2017-01-17;4;411
2017-01-17;5;403
2017-01-17;6;418
2017-01-17;7;2261
2017-01-17;8;2457
2017-01-17;9;1677
2017-01-17;10;2020
2017-01-17;11;1341
2017-01-17;12;2691
2017-01-17;13;971
2017-01-17;14;560
2017-01-17;15;513
2017-01-17;16;981
2017-01-17;17;889
2017-01-17;18;968
2017-01-17;19;1078
2017-01-17;20;1540
2017-01-17;21;1246
2017-01-17;22;651
2017-01-17;23;454
;;
2017-01-18;0;455
2017-01-18;1;450
2017-01-18;2;430
2017-01-18;3;417
2017-01-18;4;506
2017-01-18;5;452
2017-01-18;6;467
2017-01-18;7;1427
2017-01-18;8;828
2017-01-18;9;474
2017-01-18;10;285
2017-01-18;11;288
2017-01-18;12;333
2017-01-18;13;317
2017-01-18;14;424
2017-01-18;15;336
2017-01-18;16;267
2017-01-18;17;432
2017-01-18;18;396
2017-01-18;19;1272
2017-01-18;20;2300
2017-01-18;21;2503
2017-01-18;22;2230
2017-01-18;23;421
;;
2017-01-19;0;451
2017-01-19;1;457
2017-01-19;2;417
2017-01-19;3;511
2017-01-19;4;419
2017-01-19;5;511
2017-01-19;6;517
2017-01-19;7;779
2017-01-19;8;823
2017-01-19;9;1558
2017-01-19;10;541
2017-01-19;11;449
2017-01-19;12;433
2017-01-19;13;600
2017-01-19;14;1267
2017-01-19;15;771
2017-01-19;16;395
2017-01-19;17;320
2017-01-19;18;840
2017-01-19;19;2097
2017-01-19;20;1297
2017-01-19;21;1089
2017-01-19;22;447
2017-01-19;23;447
;;
2017-01-20;0;369
2017-01-20;1;466
2017-01-20;2;419
2017-01-20;3;366
2017-01-20;4;446
2017-01-20;5;440
2017-01-20;6;375
2017-01-20;7;1540
2017-01-20;8;687
2017-01-20;9;527
2017-01-20;10;493
2017-01-20;11;572
2017-01-20;12;862
2017-01-20;13;817
2017-01-20;14;652
2017-01-20;15;594
2017-01-20;16;683
2017-01-20;17;853
2017-01-20;18;1187
2017-01-20;19;850
2017-01-20;20;1235
2017-01-20;21;1072
2017-01-20;22;727
2017-01-20;23;809
;;
2017-01-21;0;644
2017-01-21;1;659
2017-01-21;2;691
2017-01-21;3;635
2017-01-21;4;574
2017-01-21;5;370
2017-01-21;6;313
2017-01-21;7;515
2017-01-21;8;1176
2017-01-21;9;866
2017-01-21;10;907
2017-01-21;11;1293
2017-01-21;12;1766
2017-01-21;13;1332
2017-01-21;14;2658
2017-01-21;15;1990
2017-01-21;16;602
2017-01-21;17;923
2017-01-21;18;1043
2017-01-21;19;1028
2017-01-21;20;532
2017-01-21;21;481
2017-01-21;22;420
2017-01-21;23;489
;;
2017-01-22;0;494
2017-01-22;1;665
2017-01-22;2;625
2017-01-22;3;589
2017-01-22;4;374
2017-01-22;5;388
2017-01-22;6;505
2017-01-22;7;404
2017-01-22;8;445
2017-01-22;9;1491
2017-01-22;10;2703
2017-01-22;11;1323
2017-01-22;12;1518
2017-01-22;13;2983
2017-01-22;14;1643
2017-01-22;15;370
2017-01-22;16;251
2017-01-22;17;348
2017-01-22;18;609
2017-01-22;19;1507
2017-01-22;20;1064
2017-01-22;21;1382
2017-01-22;22;714
2017-01-22;23;327
;;
2017-01-23;0;366
2017-01-23;1;357
2017-01-23;2;413
2017-01-23;3;247
2017-01-23;4;372
2017-01-23;5;404
2017-01-23;6;322
2017-01-23;7;1860
2017-01-23;8;2866
2017-01-23;9;2466
2017-01-23;10;727
2017-01-23;11;2952
2017-01-23;12;1452
2017-01-23;13;854
2017-01-23;14;372
2017-01-23;15;499
2017-01-23;16;320
2017-01-23;17;253
2017-01-23;18;694
2017-01-23;19;1052
2017-01-23;20;1353
2017-01-23;21;959
2017-01-23;22;424
2017-01-23;23;400
;;
2017-01-24;0;347
2017-01-24;1;424
2017-01-24;2;375
2017-01-24;3;364
2017-01-24;4;418
2017-01-24;5;361
2017-01-24;6;353
2017-01-24;7;1701
2017-01-24;8;563
2017-01-24;9;464
2017-01-24;10;263
2017-01-24;11;255
2017-01-24;12;283
2017-01-24;13;394
2017-01-24;14;616
2017-01-24;15;415
2017-01-24;16;320
2017-01-24;17;223
2017-01-24;18;310
2017-01-24;19;451
2017-01-24;20;1630
2017-01-24;21;1277
2017-01-24;22;792
2017-01-24;23;403
;;
2017-01-25;0;484
2017-01-25;1;344
2017-01-25;2;368
2017-01-25;3;451
2017-01-25;4;359
2017-01-25;5;423
2017-01-25;6;429
2017-01-25;7;620
2017-01-25;8;1093
2017-01-25;9;1082
2017-01-25;10;224
2017-01-25;11;349
2017-01-25;12;327
2017-01-25;13;536
2017-01-25;14;2348
2017-01-25;15;1294
2017-01-25;16;964
2017-01-25;17;316
2017-01-25;18;383
2017-01-25;19;440
2017-01-25;20;2114
2017-01-25;21;1063
2017-01-25;22;651
2017-01-25;23;516
;;
2017-01-26;0;470
2017-01-26;1;469
2017-01-26;2;421
2017-01-26;3;518
2017-01-26;4;381
2017-01-26;5;452
2017-01-26;6;419
2017-01-26;7;807
2017-01-26;8;1068
2017-01-26;9;487
2017-01-26;10;291
2017-01-26;11;271
2017-01-26;12;321
2017-01-26;13;381
2017-01-26;14;802
2017-01-26;15;563
2017-01-26;16;347
2017-01-26;17;360
2017-01-26;18;951
2017-01-26;19;1124
2017-01-26;20;1379
2017-01-26;21;1218
2017-01-26;22;1037
2017-01-26;23;325
;;
2017-01-27;0;396
2017-01-27;1;344
2017-01-27;2;348
2017-01-27;3;310
2017-01-27;4;362
2017-01-27;5;266
2017-01-27;6;356
2017-01-27;7;1240
2017-01-27;8;766
2017-01-27;9;527
2017-01-27;10;603
2017-01-27;11;604
2017-01-27;12;336
2017-01-27;13;950
2017-01-27;14;562
2017-01-27;15;419
2017-01-27;16;523
2017-01-27;17;605
2017-01-27;18;859
2017-01-27;19;1396
2017-01-27;20;1498
2017-01-27;21;1457
2017-01-27;22;775
2017-01-27;23;1080
;;
2017-01-28;0;367
2017-01-28;1;288
2017-01-28;2;399
2017-01-28;3;324
2017-01-28;4;269
2017-01-28;5;294
2017-01-28;6;297
2017-01-28;7;392
2017-01-28;8;1311
2017-01-28;9;1029
2017-01-28;10;356
2017-01-28;11;448
2017-01-28;12;1040
2017-01-28;13;960
2017-01-28;14;443
2017-01-28;15;337
2017-01-28;16;429
2017-01-28;17;305
2017-01-28;18;258
2017-01-28;19;397
2017-01-28;20;489
2017-01-28;21;336
2017-01-28;22;294
2017-01-28;23;283
;;
2017-01-29;0;276
2017-01-29;1;237
2017-01-29;2;304
2017-01-29;3;307
2017-01-29;4;186
2017-01-29;5;311
2017-01-29;6;283
2017-01-29;7;323
2017-01-29;8;1279
2017-01-29;9;2091
2017-01-29;10;1737
2017-01-29;11;1807
2017-01-29;12;1809
2017-01-29;13;1430
2017-01-29;14;595
2017-01-29;15;411
2017-01-29;16;406
2017-01-29;17;409
2017-01-29;18;2452
2017-01-29;19;2605
2017-01-29;20;703
2017-01-29;21;641
2017-01-29;22;480
2017-01-29;23;316
;;
2017-01-30;0;248
2017-01-30;1;285
2017-01-30;2;280
2017-01-30;3;248
2017-01-30;4;228
2017-01-30;5;259
2017-01-30;6;252
2017-01-30;7;517
2017-01-30;8;2146
2017-01-30;9;823
2017-01-30;10;1568
2017-01-30;11;851
2017-01-30;12;980
2017-01-30;13;543
2017-01-30;14;1593
2017-01-30;15;599
2017-01-30;16;501
2017-01-30;17;550
2017-01-30;18;1016
2017-01-30;19;655
2017-01-30;20;778
2017-01-30;21;1298
2017-01-30;22;423
2017-01-30;23;398
;;
2017-01-31;0;278
2017-01-31;1;348
2017-01-31;2;252
2017-01-31;3;282
2017-01-31;4;375
2017-01-31;5;287
2017-01-31;6;370
2017-01-31;7;1493
2017-01-31;8;1237
2017-01-31;9;1560
2017-01-31;10;273
2017-01-31;11;266
2017-01-31;12;233
2017-01-31;13;705
2017-01-31;14;1030
2017-01-31;15;230
2017-01-31;16;263
2017-01-31;17;264
2017-01-31;18;251
2017-01-31;19;521
2017-01-31;20;1237
2017-01-31;21;1301
2017-01-31;22;1118
2017-01-31;23;366
;;
2017-02-01;0;373
2017-02-01;1;370
2017-02-01;2;327
2017-02-01;3;301
2017-02-01;4;311
2017-02-01;5;338
2017-02-01;6;317
2017-02-01;7;1016
2017-02-01;8;619
2017-02-01;9;328
2017-02-01;10;317
2017-02-01;11;182
2017-02-01;12;204
2017-02-01;13;346
2017-02-01;14;246
2017-02-01;15;823
2017-02-01;16;373
2017-02-01;17;214
2017-02-01;18;262
2017-02-01;19;338
2017-02-01;20;1927
2017-02-01;21;960
2017-02-01;22;860
2017-02-01;23;350
;;
2017-02-02;0;349
2017-02-02;1;297
2017-02-02;2;342
2017-02-02;3;288
2017-02-02;4;277
2017-02-02;5;359
2017-02-02;6;309
2017-02-02;7;299
2017-02-02;8;916
2017-02-02;9;817
2017-02-02;10;554
2017-02-02;11;165
2017-02-02;12;240
2017-02-02;13;280
2017-02-02;14;837
2017-02-02;15;401
2017-02-02;16;242
2017-02-02;17;291
2017-02-02;18;453
2017-02-02;19;597
2017-02-02;20;1795
2017-02-02;21;1314
2017-02-02;22;1181
2017-02-02;23;940
;;
2017-02-03;0;229
2017-02-03;1;289
2017-02-03;2;235
2017-02-03;3;230
2017-02-03;4;321
2017-02-03;5;274
2017-02-03;6;204
2017-02-03;7;1433
2017-02-03;8;395
2017-02-03;9;616
2017-02-03;10;334
2017-02-03;11;335
2017-02-03;12;450
2017-02-03;13;844
2017-02-03;14;957
2017-02-03;15;385
2017-02-03;16;307
2017-02-03;17;278
2017-02-03;18;265
2017-02-03;19;638
2017-02-03;20;1241
2017-02-03;21;885
2017-02-03;22;332
2017-02-03;23;332
;;
2017-02-04;0;252
2017-02-04;1;319
2017-02-04;2;412
2017-02-04;3;311
2017-02-04;4;252
2017-02-04;5;264
2017-02-04;6;296
2017-02-04;7;464
2017-02-04;8;593
2017-02-04;9;2377
2017-02-04;10;444
2017-02-04;11;445
2017-02-04;12;428
2017-02-04;13;1645
2017-02-04;14;507
2017-02-04;15;393
2017-02-04;16;308
2017-02-04;17;851
2017-02-04;18;672
2017-02-04;19;374
2017-02-04;20;555
2017-02-04;21;394
2017-02-04;22;976
2017-02-04;23;549
;;
2017-02-05;0;391
2017-02-05;1;360
2017-02-05;2;261
2017-02-05;3;322
2017-02-05;4;300
2017-02-05;5;273
2017-02-05;6;196
2017-02-05;7;383
2017-02-05;8;222
2017-02-05;9;2280
2017-02-05;10;2400
2017-02-05;11;2133
2017-02-05;12;1491
2017-02-05;13;950
2017-02-05;14;783
2017-02-05;15;968
2017-02-05;16;589
2017-02-05;17;556
2017-02-05;18;489
2017-02-05;19;508
2017-02-05;20;1169
2017-02-05;21;589
2017-02-05;22;379
2017-02-05;23;310
;;
2017-02-06;0;308
2017-02-06;1;396
2017-02-06;2;326
2017-02-06;3;285
2017-02-06;4;418
2017-02-06;5;332
2017-02-06;6;259
2017-02-06;7;282
2017-02-06;8;1288
2017-02-06;9;1513
2017-02-06;10;426
2017-02-06;11;245
2017-02-06;12;1416
2017-02-06;13;1698
2017-02-06;14;334
2017-02-06;15;231
2017-02-06;16;268
2017-02-06;17;337
2017-02-06;18;372
2017-02-06;19;324
2017-02-06;20;1556
2017-02-06;21;1220
2017-02-06;22;586
2017-02-06;23;872
;;
2017-02-07;0;231
2017-02-07;1;293
2017-02-07;2;264
2017-02-07;3;221
2017-02-07;4;257
2017-02-07;5;273
2017-02-07;6;251
2017-02-07;7;1259
2017-02-07;8;433
2017-02-07;9;319
2017-02-07;10;260
2017-02-07;11;152
2017-02-07;12;275
2017-02-07;13;641
2017-02-07;14;1019
2017-02-07;15;1878
2017-02-07;16;244
2017-02-07;17;210
2017-02-07;18;360
2017-02-07;19;1723
2017-02-07;20;1758
2017-02-07;21;1327
2017-02-07;22;1047
2017-02-07;23;450
;;
2017-02-08;0;441
2017-02-08;1;285
2017-02-08;2;246
2017-02-08;3;364
2017-02-08;4;451
2017-02-08;5;268
2017-02-08;6;384
2017-02-08;7;948
2017-02-08;8;593
2017-02-08;9;560
2017-02-08;10;249
2017-02-08;11;265
2017-02-08;12;319
2017-02-08;13;945
2017-02-08;14;890
2017-02-08;15;376
2017-02-08;16;333
2017-02-08;17;583
2017-02-08;18;892
2017-02-08;19;1041
2017-02-08;20;1047
2017-02-08;21;798
2017-02-08;22;606
2017-02-08;23;338
