DATA;HORA;CONSUM (Wh)
2016-09-07;22;478
2016-09-07;23;428
;;
2016-09-08;0;438
2016-09-08;1;428
2016-09-08;2;395
2016-09-08;3;429
2016-09-08;4;422
2016-09-08;5;424
2016-09-08;6;469
2016-09-08;7;957
2016-09-08;8;571
2016-09-08;9;404
2016-09-08;10;418
2016-09-08;11;414
2016-09-08;12;412
2016-09-08;13;420
2016-09-08;14;515
2016-09-08;15;430
2016-09-08;16;380
2016-09-08;17;427
2016-09-08;18;419
2016-09-08;19;550
2016-09-08;20;490
2016-09-08;21;435
2016-09-08;22;424
2016-09-08;23;419
;;
2016-09-09;0;395
2016-09-09;1;481
2016-09-09;2;395
2016-09-09;3;384
2016-09-09;4;442
2016-09-09;5;397
2016-09-09;6;403
2016-09-09;7;430
2016-09-09;8;1345
2016-09-09;9;1155
2016-09-09;10;512
2016-09-09;11;717
2016-09-09;12;1932
2016-09-09;13;435
2016-09-09;14;389
2016-09-09;15;422
2016-09-09;16;368
2016-09-09;17;421
2016-09-09;18;429
2016-09-09;19;753
2016-09-09;20;560
2016-09-09;21;437
2016-09-09;22;393
2016-09-09;23;435
;;
2016-09-10;0;520
2016-09-10;1;422
2016-09-10;2;400
2016-09-10;3;387
2016-09-10;4;392
2016-09-10;5;341
2016-09-10;6;421
2016-09-10;7;386
2016-09-10;8;378
2016-09-10;9;378
2016-09-10;10;430
2016-09-10;11;498
2016-09-10;12;571
2016-09-10;13;728
2016-09-10;14;397
2016-09-10;15;409
2016-09-10;16;380
2016-09-10;17;389
2016-09-10;18;433
2016-09-10;19;413
2016-09-10;20;708
2016-09-10;21;784
2016-09-10;22;417
2016-09-10;23;438
;;
2016-09-11;0;437
2016-09-11;1;378
2016-09-11;2;406
2016-09-11;3;401
2016-09-11;4;395
2016-09-11;5;387
2016-09-11;6;364
2016-09-11;7;404
2016-09-11;8;414
2016-09-11;9;361
2016-09-11;10;2328
2016-09-11;11;2364
2016-09-11;12;2291
2016-09-11;13;1113
2016-09-11;14;723
2016-09-11;15;462
2016-09-11;16;413
2016-09-11;17;472
2016-09-11;18;898
2016-09-11;19;987
2016-09-11;20;1169
2016-09-11;21;957
2016-09-11;22;1058
2016-09-11;23;402
;;
2016-09-12;0;411
2016-09-12;1;364
2016-09-12;2;408
2016-09-12;3;390
2016-09-12;4;402
2016-09-12;5;402
2016-09-12;6;428
2016-09-12;7;479
2016-09-12;8;1156
2016-09-12;9;948
2016-09-12;10;345
2016-09-12;11;413
2016-09-12;12;360
2016-09-12;13;1087
2016-09-12;14;931
2016-09-12;15;373
2016-09-12;16;501
2016-09-12;17;384
2016-09-12;18;430
2016-09-12;19;1597
2016-09-12;20;1570
2016-09-12;21;2574
2016-09-12;22;2900
2016-09-12;23;1505
;;
2016-09-13;0;428
2016-09-13;1;436
2016-09-13;2;385
2016-09-13;3;456
2016-09-13;4;389
2016-09-13;5;385
2016-09-13;6;462
2016-09-13;7;487
2016-09-13;8;1445
2016-09-13;9;621
2016-09-13;10;355
2016-09-13;11;392
2016-09-13;12;398
2016-09-13;13;760
2016-09-13;14;1294
2016-09-13;15;517
2016-09-13;16;493
2016-09-13;17;390
2016-09-13;18;413
2016-09-13;19;472
2016-09-13;20;2849
2016-09-13;21;2031
2016-09-13;22;1212
2016-09-13;23;507
;;
2016-09-14;0;434
2016-09-14;1;360
2016-09-14;2;446
2016-09-14;3;403
2016-09-14;4;449
2016-09-14;5;366
2016-09-14;6;433
2016-09-14;7;1323
2016-09-14;8;1435
2016-09-14;9;680
2016-09-14;10;560
2016-09-14;11;445
2016-09-14;12;495
2016-09-14;13;1354
2016-09-14;14;476
2016-09-14;15;402
2016-09-14;16;764
2016-09-14;17;529
2016-09-14;18;447
2016-09-14;19;920
2016-09-14;20;3590
2016-09-14;21;1715
2016-09-14;22;1191
2016-09-14;23;552
;;
2016-09-15;0;444
2016-09-15;1;476
2016-09-15;2;463
2016-09-15;3;418
2016-09-15;4;443
2016-09-15;5;424
2016-09-15;6;373
2016-09-15;7;539
2016-09-15;8;552
2016-09-15;9;565
2016-09-15;10;430
2016-09-15;11;401
2016-09-15;12;495
2016-09-15;13;1124
2016-09-15;14;1299
2016-09-15;15;1696
2016-09-15;16;2264
2016-09-15;17;519
2016-09-15;18;955
2016-09-15;19;961
2016-09-15;20;2533
2016-09-15;21;1497
2016-09-15;22;1143
2016-09-15;23;295
;;
2016-09-16;0;341
2016-09-16;1;261
2016-09-16;2;301
2016-09-16;3;265
2016-09-16;4;287
2016-09-16;5;312
2016-09-16;6;263
2016-09-16;7;647
2016-09-16;8;1901
2016-09-16;9;691
2016-09-16;10;677
2016-09-16;11;641
2016-09-16;12;1348
2016-09-16;13;983
2016-09-16;14;396
2016-09-16;15;366
2016-09-16;16;378
2016-09-16;17;506
2016-09-16;18;458
2016-09-16;19;619
2016-09-16;20;476
2016-09-16;21;503
2016-09-16;22;514
2016-09-16;23;478
;;
2016-09-17;0;501
2016-09-17;1;544
2016-09-17;2;493
2016-09-17;3;438
2016-09-17;4;491
2016-09-17;5;466
2016-09-17;6;464
2016-09-17;7;450
2016-09-17;8;471
2016-09-17;9;1073
2016-09-17;10;656
2016-09-17;11;1248
2016-09-17;12;2067
2016-09-17;13;2121
2016-09-17;14;2301
2016-09-17;15;1142
2016-09-17;16;1512
2016-09-17;17;1529
2016-09-17;18;1375
2016-09-17;19;1780
2016-09-17;20;2204
2016-09-17;21;2364
2016-09-17;22;1638
2016-09-17;23;429
;;
2016-09-18;0;419
2016-09-18;1;410
2016-09-18;2;414
2016-09-18;3;426
2016-09-18;4;426
2016-09-18;5;418
2016-09-18;6;395
2016-09-18;7;900
2016-09-18;8;547
2016-09-18;9;499
2016-09-18;10;409
2016-09-18;11;1775
2016-09-18;12;891
2016-09-18;13;2233
2016-09-18;14;1160
2016-09-18;15;558
2016-09-18;16;419
2016-09-18;17;385
2016-09-18;18;367
2016-09-18;19;791
2016-09-18;20;1190
2016-09-18;21;1490
2016-09-18;22;418
2016-09-18;23;419
;;
2016-09-19;0;375
2016-09-19;1;403
2016-09-19;2;399
2016-09-19;3;338
2016-09-19;4;404
2016-09-19;5;382
2016-09-19;6;386
2016-09-19;7;527
2016-09-19;8;397
2016-09-19;9;547
2016-09-19;10;405
2016-09-19;11;380
2016-09-19;12;404
2016-09-19;13;536
2016-09-19;14;1617
2016-09-19;15;354
2016-09-19;16;412
2016-09-19;17;398
2016-09-19;18;416
2016-09-19;19;475
2016-09-19;20;1885
2016-09-19;21;2439
2016-09-19;22;2317
2016-09-19;23;631
;;
2016-09-20;0;407
2016-09-20;1;399
2016-09-20;2;402
2016-09-20;3;375
2016-09-20;4;382
2016-09-20;5;382
2016-09-20;6;396
2016-09-20;7;469
2016-09-20;8;659
2016-09-20;9;1504
2016-09-20;10;370
2016-09-20;11;433
2016-09-20;12;385
2016-09-20;13;655
2016-09-20;14;792
2016-09-20;15;449
2016-09-20;16;868
2016-09-20;17;517
2016-09-20;18;441
2016-09-20;19;337
2016-09-20;20;0
2016-09-20;21;0
2016-09-20;22;0
2016-09-20;23;0
;;
2016-09-21;0;427
2016-09-21;1;367
2016-09-21;2;416
2016-09-21;3;371
2016-09-21;4;398
2016-09-21;5;340
2016-09-21;6;557
2016-09-21;7;2480
2016-09-21;8;1513
2016-09-21;9;1180
2016-09-21;10;367
2016-09-21;11;352
2016-09-21;12;444
2016-09-21;13;472
2016-09-21;14;708
2016-09-21;15;483
2016-09-21;16;523
2016-09-21;17;379
2016-09-21;18;372
2016-09-21;19;572
2016-09-21;20;1828
2016-09-21;21;1592
2016-09-21;22;564
2016-09-21;23;464
;;
2016-09-22;0;447
2016-09-22;1;431
2016-09-22;2;389
2016-09-22;3;431
2016-09-22;4;446
2016-09-22;5;420
2016-09-22;6;417
2016-09-22;7;1200
2016-09-22;8;918
2016-09-22;9;408
2016-09-22;10;419
2016-09-22;11;454
2016-09-22;12;381
2016-09-22;13;621
2016-09-22;14;997
2016-09-22;15;371
2016-09-22;16;469
2016-09-22;17;384
2016-09-22;18;458
2016-09-22;19;577
2016-09-22;20;437
2016-09-22;21;415
2016-09-22;22;435
2016-09-22;23;380
;;
2016-09-23;0;440
2016-09-23;1;388
2016-09-23;2;349
2016-09-23;3;397
2016-09-23;4;402
2016-09-23;5;357
2016-09-23;6;404
2016-09-23;7;407
2016-09-23;8;445
2016-09-23;9;376
2016-09-23;10;371
2016-09-23;11;513
2016-09-23;12;450
2016-09-23;13;389
2016-09-23;14;371
2016-09-23;15;624
2016-09-23;16;536
2016-09-23;17;498
2016-09-23;18;415
2016-09-23;19;484
2016-09-23;20;577
2016-09-23;21;577
2016-09-23;22;447
2016-09-23;23;472
;;
2016-09-24;0;445
2016-09-24;1;417
2016-09-24;2;432
2016-09-24;3;415
2016-09-24;4;419
2016-09-24;5;432
2016-09-24;6;430
2016-09-24;7;388
2016-09-24;8;717
2016-09-24;9;485
2016-09-24;10;409
2016-09-24;11;432
2016-09-24;12;490
2016-09-24;13;423
2016-09-24;14;438
2016-09-24;15;412
2016-09-24;16;403
2016-09-24;17;414
2016-09-24;18;464
2016-09-24;19;526
2016-09-24;20;1594
2016-09-24;21;2098
2016-09-24;22;911
2016-09-24;23;818
;;
2016-09-25;0;431
2016-09-25;1;466
2016-09-25;2;423
2016-09-25;3;445
2016-09-25;4;435
2016-09-25;5;418
2016-09-25;6;403
2016-09-25;7;975
2016-09-25;8;780
2016-09-25;9;409
2016-09-25;10;1607
2016-09-25;11;1496
2016-09-25;12;932
2016-09-25;13;512
2016-09-25;14;482
2016-09-25;15;409
2016-09-25;16;450
2016-09-25;17;416
2016-09-25;18;396
2016-09-25;19;498
2016-09-25;20;1245
2016-09-25;21;1087
2016-09-25;22;659
2016-09-25;23;425
;;
2016-09-26;0;422
2016-09-26;1;372
2016-09-26;2;413
2016-09-26;3;375
2016-09-26;4;400
2016-09-26;5;418
2016-09-26;6;393
2016-09-26;7;526
2016-09-26;8;2024
2016-09-26;9;995
2016-09-26;10;512
2016-09-26;11;392
2016-09-26;12;448
2016-09-26;13;570
2016-09-26;14;457
2016-09-26;15;478
2016-09-26;16;493
2016-09-26;17;425
2016-09-26;18;444
2016-09-26;19;673
2016-09-26;20;2049
2016-09-26;21;1342
2016-09-26;22;462
2016-09-26;23;480
;;
2016-09-27;0;415
2016-09-27;1;389
2016-09-27;2;409
2016-09-27;3;401
2016-09-27;4;384
2016-09-27;5;411
2016-09-27;6;410
2016-09-27;7;2419
2016-09-27;8;1411
2016-09-27;9;896
2016-09-27;10;396
2016-09-27;11;434
2016-09-27;12;404
2016-09-27;13;925
2016-09-27;14;437
2016-09-27;15;425
2016-09-27;16;387
2016-09-27;17;397
2016-09-27;18;378
2016-09-27;19;571
2016-09-27;20;1678
2016-09-27;21;735
2016-09-27;22;733
2016-09-27;23;359
;;
2016-09-28;0;410
2016-09-28;1;355
2016-09-28;2;399
2016-09-28;3;439
2016-09-28;4;375
2016-09-28;5;404
2016-09-28;6;383
2016-09-28;7;1155
2016-09-28;8;1292
2016-09-28;9;600
2016-09-28;10;383
2016-09-28;11;513
2016-09-28;12;362
2016-09-28;13;1426
2016-09-28;14;1458
2016-09-28;15;2400
2016-09-28;16;396
2016-09-28;17;399
2016-09-28;18;377
2016-09-28;19;485
2016-09-28;20;659
2016-09-28;21;454
2016-09-28;22;1107
2016-09-28;23;588
;;
2016-09-29;0;427
2016-09-29;1;387
2016-09-29;2;401
2016-09-29;3;418
2016-09-29;4;364
2016-09-29;5;417
2016-09-29;6;379
2016-09-29;7;577
2016-09-29;8;504
2016-09-29;9;410
2016-09-29;10;364
2016-09-29;11;428
2016-09-29;12;401
2016-09-29;13;835
2016-09-29;14;673
2016-09-29;15;569
2016-09-29;16;393
2016-09-29;17;388
2016-09-29;18;400
2016-09-29;19;549
2016-09-29;20;1390
2016-09-29;21;2281
2016-09-29;22;1411
2016-09-29;23;431
;;
2016-09-30;0;498
2016-09-30;1;418
2016-09-30;2;481
2016-09-30;3;413
2016-09-30;4;456
2016-09-30;5;427
2016-09-30;6;446
2016-09-30;7;758
2016-09-30;8;1920
2016-09-30;9;1141
2016-09-30;10;923
2016-09-30;11;894
2016-09-30;12;767
2016-09-30;13;751
2016-09-30;14;520
2016-09-30;15;480
2016-09-30;16;498
2016-09-30;17;754
2016-09-30;18;968
2016-09-30;19;1055
2016-09-30;20;1441
2016-09-30;21;683
2016-09-30;22;512
2016-09-30;23;603
;;
2016-10-01;0;622
2016-10-01;1;419
2016-10-01;2;444
2016-10-01;3;411
2016-10-01;4;442
2016-10-01;5;745
2016-10-01;6;554
2016-10-01;7;562
2016-10-01;8;396
2016-10-01;9;429
2016-10-01;10;787
2016-10-01;11;395
2016-10-01;12;593
2016-10-01;13;491
2016-10-01;14;413
2016-10-01;15;433
2016-10-01;16;677
2016-10-01;17;392
2016-10-01;18;428
2016-10-01;19;454
2016-10-01;20;1481
2016-10-01;21;820
2016-10-01;22;823
2016-10-01;23;1063
;;
2016-10-02;0;981
2016-10-02;1;496
2016-10-02;2;426
2016-10-02;3;402
2016-10-02;4;439
2016-10-02;5;406
2016-10-02;6;397
2016-10-02;7;1338
2016-10-02;8;3556
2016-10-02;9;1039
2016-10-02;10;605
2016-10-02;11;602
2016-10-02;12;1694
2016-10-02;13;1545
2016-10-02;14;545
2016-10-02;15;449
2016-10-02;16;1310
2016-10-02;17;426
2016-10-02;18;498
2016-10-02;19;716
2016-10-02;20;1489
2016-10-02;21;1139
2016-10-02;22;669
2016-10-02;23;436
;;
2016-10-03;0;403
2016-10-03;1;447
2016-10-03;2;377
2016-10-03;3;461
2016-10-03;4;391
2016-10-03;5;444
2016-10-03;6;380
2016-10-03;7;418
2016-10-03;8;595
2016-10-03;9;1078
2016-10-03;10;593
2016-10-03;11;1730
2016-10-03;12;1920
2016-10-03;13;660
2016-10-03;14;859
2016-10-03;15;1101
2016-10-03;16;453
2016-10-03;17;435
2016-10-03;18;498
2016-10-03;19;758
2016-10-03;20;840
2016-10-03;21;1455
2016-10-03;22;787
2016-10-03;23;519
;;
2016-10-04;0;476
2016-10-04;1;446
2016-10-04;2;456
2016-10-04;3;418
2016-10-04;4;446
2016-10-04;5;444
2016-10-04;6;416
2016-10-04;7;883
2016-10-04;8;1576
2016-10-04;9;1113
2016-10-04;10;848
2016-10-04;11;417
2016-10-04;12;440
2016-10-04;13;637
2016-10-04;14;1081
2016-10-04;15;485
2016-10-04;16;573
2016-10-04;17;492
2016-10-04;18;557
2016-10-04;19;757
2016-10-04;20;1320
2016-10-04;21;2542
2016-10-04;22;737
2016-10-04;23;447
;;
2016-10-05;0;461
2016-10-05;1;441
2016-10-05;2;431
2016-10-05;3;464
2016-10-05;4;411
2016-10-05;5;442
2016-10-05;6;411
2016-10-05;7;639
2016-10-05;8;786
2016-10-05;9;743
2016-10-05;10;366
2016-10-05;11;431
2016-10-05;12;446
2016-10-05;13;541
2016-10-05;14;399
2016-10-05;15;405
2016-10-05;16;405
2016-10-05;17;401
2016-10-05;18;388
2016-10-05;19;1207
2016-10-05;20;1619
2016-10-05;21;1288
2016-10-05;22;490
2016-10-05;23;465
;;
2016-10-06;0;409
2016-10-06;1;434
2016-10-06;2;398
2016-10-06;3;446
2016-10-06;4;432
2016-10-06;5;409
2016-10-06;6;415
2016-10-06;7;534
2016-10-06;8;607
2016-10-06;9;809
2016-10-06;10;518
2016-10-06;11;483
2016-10-06;12;439
2016-10-06;13;684
2016-10-06;14;413
2016-10-06;15;433
2016-10-06;16;480
2016-10-06;17;450
2016-10-06;18;507
2016-10-06;19;1031
2016-10-06;20;2493
2016-10-06;21;2474
2016-10-06;22;1197
2016-10-06;23;526
;;
2016-10-07;0;458
2016-10-07;1;397
2016-10-07;2;426
2016-10-07;3;393
2016-10-07;4;405
2016-10-07;5;445
2016-10-07;6;393
2016-10-07;7;433
2016-10-07;8;781
2016-10-07;9;549
2016-10-07;10;587
2016-10-07;11;576
2016-10-07;12;1992
2016-10-07;13;888
2016-10-07;14;835
2016-10-07;15;441
2016-10-07;16;492
2016-10-07;17;420
2016-10-07;18;411
2016-10-07;19;656
2016-10-07;20;882
2016-10-07;21;2289
2016-10-07;22;1088
2016-10-07;23;832
;;
2016-10-08;0;471
2016-10-08;1;403
2016-10-08;2;380
2016-10-08;3;385
2016-10-08;4;363
2016-10-08;5;392
2016-10-08;6;380
2016-10-08;7;369
2016-10-08;8;496
2016-10-08;9;465
2016-10-08;10;1852
2016-10-08;11;1049
2016-10-08;12;837
2016-10-08;13;476
2016-10-08;14;422
2016-10-08;15;418
2016-10-08;16;431
2016-10-08;17;492
2016-10-08;18;393
2016-10-08;19;664
2016-10-08;20;826
2016-10-08;21;1053
2016-10-08;22;467
2016-10-08;23;416
;;
2016-10-09;0;408
2016-10-09;1;420
2016-10-09;2;398
2016-10-09;3;429
2016-10-09;4;386
2016-10-09;5;406
2016-10-09;6;350
2016-10-09;7;1128
2016-10-09;8;937
2016-10-09;9;750
2016-10-09;10;476
2016-10-09;11;2673
2016-10-09;12;1152
2016-10-09;13;680
2016-10-09;14;416
2016-10-09;15;427
2016-10-09;16;386
2016-10-09;17;450
2016-10-09;18;505
2016-10-09;19;725
2016-10-09;20;1381
2016-10-09;21;858
2016-10-09;22;840
2016-10-09;23;494
;;
2016-10-10;0;433
2016-10-10;1;368
2016-10-10;2;418
2016-10-10;3;306
2016-10-10;4;378
2016-10-10;5;371
2016-10-10;6;337
2016-10-10;7;438
2016-10-10;8;2041
2016-10-10;9;1316
2016-10-10;10;370
2016-10-10;11;448
2016-10-10;12;440
2016-10-10;13;813
2016-10-10;14;393
2016-10-10;15;420
2016-10-10;16;354
2016-10-10;17;474
2016-10-10;18;453
2016-10-10;19;562
2016-10-10;20;1730
2016-10-10;21;1261
2016-10-10;22;1346
2016-10-10;23;783
;;
2016-10-11;0;422
2016-10-11;1;379
2016-10-11;2;413
2016-10-11;3;365
2016-10-11;4;405
2016-10-11;5;364
2016-10-11;6;512
2016-10-11;7;738
2016-10-11;8;1273
2016-10-11;9;364
2016-10-11;10;366
2016-10-11;11;444
2016-10-11;12;342
2016-10-11;13;523
2016-10-11;14;468
2016-10-11;15;498
2016-10-11;16;511
2016-10-11;17;472
2016-10-11;18;395
2016-10-11;19;1320
2016-10-11;20;1876
2016-10-11;21;1066
2016-10-11;22;544
2016-10-11;23;409
;;
2016-10-12;0;420
2016-10-12;1;370
2016-10-12;2;366
2016-10-12;3;387
2016-10-12;4;364
2016-10-12;5;387
2016-10-12;6;370
2016-10-12;7;359
2016-10-12;8;568
2016-10-12;9;560
2016-10-12;10;424
2016-10-12;11;1387
2016-10-12;12;1170
2016-10-12;13;974
2016-10-12;14;874
2016-10-12;15;375
2016-10-12;16;426
2016-10-12;17;453
2016-10-12;18;685
2016-10-12;19;884
2016-10-12;20;1194
2016-10-12;21;751
2016-10-12;22;615
2016-10-12;23;424
;;
2016-10-13;0;378
2016-10-13;1;410
2016-10-13;2;379
2016-10-13;3;372
2016-10-13;4;395
2016-10-13;5;343
2016-10-13;6;426
2016-10-13;7;559
2016-10-13;8;953
2016-10-13;9;674
2016-10-13;10;529
2016-10-13;11;380
2016-10-13;12;365
2016-10-13;13;529
2016-10-13;14;384
2016-10-13;15;524
2016-10-13;16;442
2016-10-13;17;411
2016-10-13;18;446
2016-10-13;19;1006
2016-10-13;20;1894
2016-10-13;21;1409
2016-10-13;22;467
2016-10-13;23;432
;;
2016-10-14;0;458
2016-10-14;1;425
2016-10-14;2;429
2016-10-14;3;418
2016-10-14;4;417
2016-10-14;5;432
2016-10-14;6;386
2016-10-14;7;384
2016-10-14;8;650
2016-10-14;9;627
2016-10-14;10;536
2016-10-14;11;416
2016-10-14;12;456
2016-10-14;13;770
2016-10-14;14;1251
2016-10-14;15;956
2016-10-14;16;464
2016-10-14;17;410
2016-10-14;18;484
2016-10-14;19;1184
2016-10-14;20;994
2016-10-14;21;433
2016-10-14;22;438
2016-10-14;23;417
;;
2016-10-15;0;509
2016-10-15;1;384
2016-10-15;2;401
2016-10-15;3;432
2016-10-15;4;409
2016-10-15;5;384
2016-10-15;6;380
2016-10-15;7;374
2016-10-15;8;432
2016-10-15;9;470
2016-10-15;10;1351
2016-10-15;11;1397
2016-10-15;12;584
2016-10-15;13;431
2016-10-15;14;416
2016-10-15;15;393
2016-10-15;16;419
2016-10-15;17;408
2016-10-15;18;475
2016-10-15;19;467
2016-10-15;20;2086
2016-10-15;21;1843
2016-10-15;22;468
2016-10-15;23;407
;;
2016-10-16;0;412
2016-10-16;1;409
2016-10-16;2;436
2016-10-16;3;393
2016-10-16;4;443
2016-10-16;5;376
2016-10-16;6;400
2016-10-16;7;772
2016-10-16;8;1829
2016-10-16;9;850
2016-10-16;10;574
2016-10-16;11;1142
2016-10-16;12;2248
2016-10-16;13;929
2016-10-16;14;640
2016-10-16;15;371
2016-10-16;16;431
2016-10-16;17;479
2016-10-16;18;630
2016-10-16;19;1036
2016-10-16;20;1337
2016-10-16;21;1123
2016-10-16;22;855
2016-10-16;23;496
;;
2016-10-17;0;454
2016-10-17;1;436
2016-10-17;2;465
2016-10-17;3;402
2016-10-17;4;393
2016-10-17;5;430
2016-10-17;6;519
2016-10-17;7;934
2016-10-17;8;1496
2016-10-17;9;910
2016-10-17;10;400
2016-10-17;11;425
2016-10-17;12;407
2016-10-17;13;453
2016-10-17;14;466
2016-10-17;15;403
2016-10-17;16;409
2016-10-17;17;415
2016-10-17;18;386
2016-10-17;19;824
2016-10-17;20;1982
2016-10-17;21;1821
2016-10-17;22;1104
2016-10-17;23;724
;;
2016-10-18;0;723
2016-10-18;1;512
2016-10-18;2;365
2016-10-18;3;377
2016-10-18;4;395
2016-10-18;5;371
2016-10-18;6;537
2016-10-18;7;1640
2016-10-18;8;1172
2016-10-18;9;824
2016-10-18;10;379
2016-10-18;11;380
2016-10-18;12;414
2016-10-18;13;410
2016-10-18;14;848
2016-10-18;15;855
2016-10-18;16;471
2016-10-18;17;408
2016-10-18;18;481
2016-10-18;19;1079
2016-10-18;20;2076
2016-10-18;21;1836
2016-10-18;22;1754
2016-10-18;23;601
;;
2016-10-19;0;378
2016-10-19;1;386
2016-10-19;2;372
2016-10-19;3;375
2016-10-19;4;391
2016-10-19;5;401
2016-10-19;6;388
2016-10-19;7;616
2016-10-19;8;657
2016-10-19;9;946
2016-10-19;10;407
2016-10-19;11;384
2016-10-19;12;386
2016-10-19;13;1070
2016-10-19;14;623
2016-10-19;15;378
2016-10-19;16;368
2016-10-19;17;451
2016-10-19;18;691
2016-10-19;19;2067
2016-10-19;20;1670
2016-10-19;21;2405
2016-10-19;22;1704
2016-10-19;23;412
;;
2016-10-20;0;382
2016-10-20;1;380
2016-10-20;2;374
2016-10-20;3;366
2016-10-20;4;363
2016-10-20;5;397
2016-10-20;6;384
2016-10-20;7;1536
2016-10-20;8;449
2016-10-20;9;527
2016-10-20;10;366
2016-10-20;11;349
2016-10-20;12;402
2016-10-20;13;782
2016-10-20;14;853
2016-10-20;15;983
2016-10-20;16;435
2016-10-20;17;380
2016-10-20;18;407
2016-10-20;19;737
2016-10-20;20;1184
2016-10-20;21;495
2016-10-20;22;492
2016-10-20;23;483
;;
2016-10-21;0;398
2016-10-21;1;389
2016-10-21;2;396
2016-10-21;3;413
2016-10-21;4;417
2016-10-21;5;411
2016-10-21;6;416
2016-10-21;7;404
2016-10-21;8;552
2016-10-21;9;595
2016-10-21;10;394
2016-10-21;11;376
2016-10-21;12;435
2016-10-21;13;646
2016-10-21;14;511
2016-10-21;15;427
2016-10-21;16;372
2016-10-21;17;449
2016-10-21;18;491
2016-10-21;19;689
2016-10-21;20;729
2016-10-21;21;364
2016-10-21;22;357
2016-10-21;23;363
;;
2016-10-22;0;370
2016-10-22;1;413
2016-10-22;2;397
2016-10-22;3;356
2016-10-22;4;365
2016-10-22;5;518
2016-10-22;6;672
2016-10-22;7;623
2016-10-22;8;925
2016-10-22;9;635
2016-10-22;10;866
2016-10-22;11;499
2016-10-22;12;485
2016-10-22;13;428
2016-10-22;14;395
2016-10-22;15;408
2016-10-22;16;424
2016-10-22;17;404
2016-10-22;18;413
2016-10-22;19;663
2016-10-22;20;2179
2016-10-22;21;2301
2016-10-22;22;765
2016-10-22;23;438
;;
2016-10-23;0;416
2016-10-23;1;436
2016-10-23;2;424
2016-10-23;3;405
2016-10-23;4;399
2016-10-23;5;396
2016-10-23;6;482
2016-10-23;7;1050
2016-10-23;8;1352
2016-10-23;9;1345
2016-10-23;10;2877
2016-10-23;11;568
2016-10-23;12;2104
2016-10-23;13;2230
2016-10-23;14;1090
2016-10-23;15;937
2016-10-23;16;531
2016-10-23;17;498
2016-10-23;18;482
2016-10-23;19;1207
2016-10-23;20;1717
2016-10-23;21;939
2016-10-23;22;681
2016-10-23;23;629
;;
2016-10-24;0;399
2016-10-24;1;378
2016-10-24;2;400
2016-10-24;3;394
2016-10-24;4;398
2016-10-24;5;399
2016-10-24;6;358
2016-10-24;7;1226
2016-10-24;8;933
2016-10-24;9;575
2016-10-24;10;451
2016-10-24;11;429
2016-10-24;12;353
2016-10-24;13;798
2016-10-24;14;480
2016-10-24;15;393
2016-10-24;16;443
2016-10-24;17;372
2016-10-24;18;422
2016-10-24;19;1165
2016-10-24;20;2199
2016-10-24;21;2577
2016-10-24;22;1647
2016-10-24;23;781
;;
2016-10-25;0;364
2016-10-25;1;434
2016-10-25;2;365
2016-10-25;3;427
2016-10-25;4;365
2016-10-25;5;421
2016-10-25;6;415
2016-10-25;7;1357
2016-10-25;8;836
2016-10-25;9;859
2016-10-25;10;445
2016-10-25;11;465
2016-10-25;12;362
2016-10-25;13;579
2016-10-25;14;461
2016-10-25;15;463
2016-10-25;16;524
2016-10-25;17;469
2016-10-25;18;457
2016-10-25;19;898
2016-10-25;20;1539
2016-10-25;21;462
2016-10-25;22;434
2016-10-25;23;484
;;
2016-10-26;0;427
2016-10-26;1;418
2016-10-26;2;440
2016-10-26;3;396
2016-10-26;4;383
2016-10-26;5;376
2016-10-26;6;409
2016-10-26;7;1019
2016-10-26;8;1203
2016-10-26;9;510
2016-10-26;10;376
2016-10-26;11;379
2016-10-26;12;416
2016-10-26;13;441
2016-10-26;14;637
2016-10-26;15;495
2016-10-26;16;465
2016-10-26;17;504
2016-10-26;18;638
2016-10-26;19;990
2016-10-26;20;1801
2016-10-26;21;1228
2016-10-26;22;801
2016-10-26;23;493
;;
2016-10-27;0;415
2016-10-27;1;400
2016-10-27;2;448
2016-10-27;3;395
2016-10-27;4;418
2016-10-27;5;399
2016-10-27;6;402
2016-10-27;7;1065
2016-10-27;8;577
2016-10-27;9;866
2016-10-27;10;431
2016-10-27;11;313
2016-10-27;12;458
2016-10-27;13;642
2016-10-27;14;431
2016-10-27;15;532
2016-10-27;16;773
2016-10-27;17;871
2016-10-27;18;556
2016-10-27;19;936
2016-10-27;20;1234
2016-10-27;21;973
2016-10-27;22;742
2016-10-27;23;742
;;
2016-10-28;0;473
2016-10-28;1;395
2016-10-28;2;434
2016-10-28;3;417
2016-10-28;4;439
2016-10-28;5;385
2016-10-28;6;429
2016-10-28;7;399
2016-10-28;8;672
2016-10-28;9;1405
2016-10-28;10;616
2016-10-28;11;736
2016-10-28;12;982
2016-10-28;13;460
2016-10-28;14;558
2016-10-28;15;917
2016-10-28;16;481
2016-10-28;17;387
2016-10-28;18;435
2016-10-28;19;842
2016-10-28;20;864
2016-10-28;21;438
2016-10-28;22;513
2016-10-28;23;430
;;
2016-10-29;0;376
2016-10-29;1;410
2016-10-29;2;406
2016-10-29;3;400
2016-10-29;4;387
2016-10-29;5;412
2016-10-29;6;360
2016-10-29;7;400
2016-10-29;8;479
2016-10-29;9;628
2016-10-29;10;1146
2016-10-29;11;1771
